author,title,date,style,genre,media,dimensions,tag,location,link,image
Robert Goodnough,Untitled,1950,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/robert-goodnough/untitled-1950.jpg,untitled-1950.jpg
Robert Goodnough,Untitled,1951,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/robert-goodnough/untitled-1951.jpg,untitled-1951.jpg
Robert Goodnough,Two Seated Figures,1955,Abstract Expressionism,figurative,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/robert-goodnough/two-seated-figures-1955.jpg,two-seated-figures-1955.jpg
Robert Goodnough,Mambo,1956,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/robert-goodnough/mambo-1956.jpg,mambo-1956.jpg
Robert Goodnough,Untitled (Composition),1957,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/robert-goodnough/untitled-composition-1957.jpg,untitled-composition-1957.jpg
Robert Goodnough,Untitled,1958,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/robert-goodnough/untitled-1958.jpg,untitled-1958.jpg
Robert Goodnough,Nomads,1960,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/robert-goodnough/nomads-1960.jpg,nomads-1960.jpg
Robert Goodnough,Horses III,1960,Abstract Expressionism,figurative,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/robert-goodnough/horses-iii-1960.jpg,horses-iii-1960.jpg
Robert Goodnough,Abduction A,1961,Abstract Expressionism,figurative,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/robert-goodnough/abduction-a-1961.jpg,abduction-a-1961.jpg
Robert Goodnough,Figure with Animals,1961,Abstract Expressionism,figurative,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/robert-goodnough/figure-with-animals-1961.jpg,figure-with-animals-1961.jpg
Robert Goodnough,Untitled,1961,Color Field Painting,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/robert-goodnough/untitled-1961.jpg,untitled-1961.jpg
Robert Goodnough,Movement of Horses,1961,Abstract Expressionism,figurative,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/robert-goodnough/movement-of-horses-1961.jpg,movement-of-horses-1961.jpg
Robert Goodnough,The Beach at Night,1962,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/robert-goodnough/the-beach-at-night-1962.jpg,the-beach-at-night-1962.jpg
Robert Goodnough,Untitled,1962,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/robert-goodnough/untitled.jpg,untitled.jpg
Robert Goodnough,Crowded Boat II,1963,Abstract Expressionism,figurative,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/robert-goodnough/crowded-boat-ii-1963.jpg,crowded-boat-ii-1963.jpg
Robert Goodnough,Happy Boatride,1963,Abstract Expressionism,figurative,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/robert-goodnough/happy-boatride-1963.jpg,happy-boatride-1963.jpg
Robert Goodnough,Adventure II,1963,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/robert-goodnough/adventure-ii-1963.jpg,adventure-ii-1963.jpg
Robert Goodnough,Abduction By Boat,1963,Abstract Expressionism,figurative,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/robert-goodnough/abduction-by-boat-1963.jpg,abduction-by-boat-1963.jpg
Robert Goodnough,Red Boat,1964,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/robert-goodnough/red-boat-1964.jpg,red-boat-1964.jpg
Robert Goodnough,Grey Forms,1965,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/robert-goodnough/grey-forms-1965.jpg,grey-forms-1965.jpg
Robert Goodnough,Large Rectangles Large,1965,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/robert-goodnough/large-rectangles-large-1965.jpg,large-rectangles-large-1965.jpg
Robert Goodnough,Wild Horses,1965,Abstract Expressionism,figurative,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/robert-goodnough/wild-horses-1965.jpg,wild-horses-1965.jpg
Robert Goodnough,Red and Green with Pale Colors,1966,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/robert-goodnough/red-and-green-with-pale-colors-1966.jpg,red-and-green-with-pale-colors-1966.jpg
Robert Goodnough,Color Abstraction,1967,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/robert-goodnough/color-abstraction-1967.jpg,color-abstraction-1967.jpg
Robert Goodnough,Struggle,1967,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/robert-goodnough/struggle-1967.jpg,struggle-1967.jpg
Robert Goodnough,Blue and Green,1968,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/robert-goodnough/blue-and-green-1968.jpg,blue-and-green-1968.jpg
Robert Goodnough,unknown title,1968,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/robert-goodnough/unknown-title-1968.jpg,unknown-title-1968.jpg
Robert Goodnough,Large Fragemented Shapes,1968,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/robert-goodnough/large-fragemented-shapes-1968.jpg,large-fragemented-shapes-1968.jpg
Robert Goodnough,Flying Rectangles,1969,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/robert-goodnough/flying-rectangles-1969.jpg,flying-rectangles-1969.jpg
Robert Goodnough,Untitled,1970,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/robert-goodnough/untitled-1970.jpg,untitled-1970.jpg
Robert Goodnough,Relaxed Motion,1970,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/robert-goodnough/relaxed-motion-1970.jpg,relaxed-motion-1970.jpg
Robert Goodnough,Development TK Como,1970,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/robert-goodnough/development-tk-como-1970.jpg,development-tk-como-1970.jpg
Robert Goodnough,Impact,1971,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/robert-goodnough/impact-1971.jpg,impact-1971.jpg
Robert Goodnough,Pastel Statement,1971,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/robert-goodnough/pastel-statement-1971.jpg,pastel-statement-1971.jpg
Robert Goodnough,Pastel I,1971,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/robert-goodnough/pastel-i-1971.jpg,pastel-i-1971.jpg
Robert Goodnough,Pink Blend,1972,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/robert-goodnough/pink-blend-1972.jpg,pink-blend-1972.jpg
Robert Goodnough,Process Development,1972,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/robert-goodnough/process-development-1972.jpg,process-development-1972.jpg
Robert Goodnough,Orange,1973,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/robert-goodnough/orange-1973.jpg,orange-1973.jpg
Robert Goodnough,Colors on Yellow Gold,1973,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/robert-goodnough/colors-on-yellow-gold-1973.jpg,colors-on-yellow-gold-1973.jpg
Robert Goodnough,Confetti Pattern,1973,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/robert-goodnough/confetti-pattern-1973.jpg,confetti-pattern-1973.jpg
Robert Goodnough,Confetti Pattern (Portfolio #2),1973,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/robert-goodnough/confetti-pattern-portfolio-2-1973.jpg,confetti-pattern-portfolio-2-1973.jpg
Robert Goodnough,"Untitled (Blue, Red)",1973,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/robert-goodnough/untitled-blue-red-1973.jpg,untitled-blue-red-1973.jpg
Robert Goodnough,Colors on Pale Yellow,1975,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/robert-goodnough/colors-on-pale-yellow-1975.jpg,colors-on-pale-yellow-1975.jpg
Robert Goodnough,Colors on Tan,1975,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/robert-goodnough/colors-on-tan-1975.jpg,colors-on-tan-1975.jpg
Robert Goodnough,Colors on Gray,1975,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/robert-goodnough/colors-on-gray-1975.jpg,colors-on-gray-1975.jpg
Robert Goodnough,Color Shapes,1975,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/robert-goodnough/color-shapes-1975.jpg,color-shapes-1975.jpg
Robert Goodnough,Bright Colors on Pale Green,1976,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/robert-goodnough/bright-colors-on-pale-green-1976.jpg,bright-colors-on-pale-green-1976.jpg
Robert Goodnough,Colors on Gray,1976,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/robert-goodnough/colors-on-gray-1976.jpg,colors-on-gray-1976.jpg
Robert Goodnough,Colors on Gray Pink,1976,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/robert-goodnough/colors-on-gray-pink-1976.jpg,colors-on-gray-pink-1976.jpg
Robert Goodnough,Untitled,1976,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/robert-goodnough/untitled-1976.jpg,untitled-1976.jpg
Robert Goodnough,Vari-color gold,1976,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/robert-goodnough/vari-color-gold.jpg,vari-color-gold.jpg
Robert Goodnough,9th Street,1978,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/robert-goodnough/9th-street-1978.jpg,9th-street-1978.jpg
Robert Goodnough,Light Gray - Tan,1978,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/robert-goodnough/light-gray-tan-1978.jpg,light-gray-tan-1978.jpg
Robert Goodnough,Bright Color Variables,1978,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/robert-goodnough/bright-color-variables-1978.jpg,bright-color-variables-1978.jpg
Robert Goodnough,Color Shapes on Gray,1979,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/robert-goodnough/color-shapes-on-gray-1979.jpg,color-shapes-on-gray-1979.jpg
Robert Goodnough,Untitled,1980,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/robert-goodnough/untitled-1980.jpg,untitled-1980.jpg
Robert Goodnough,Abstract Composition,1980,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/robert-goodnough/abstract-composition-1980.jpg,abstract-composition-1980.jpg
Robert Goodnough,White Mass,1980,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/robert-goodnough/white-mass-1980.jpg,white-mass-1980.jpg
Robert Goodnough,Motion II,1981,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/robert-goodnough/motion-ii-1981.jpg,motion-ii-1981.jpg
Robert Goodnough,Abstract 2,1982,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/robert-goodnough/abstract-2-1982.jpg,abstract-2-1982.jpg
Robert Goodnough,Shapes Movement H,1984,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/robert-goodnough/shapes-movement-h-1984.jpg,shapes-movement-h-1984.jpg
Robert Goodnough,Growth and Development,1984,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/robert-goodnough/growth-and-development-1984.jpg,growth-and-development-1984.jpg
Robert Goodnough,Development,1984,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/robert-goodnough/development-1984.jpg,development-1984.jpg
Robert Goodnough,Vertical-Blue-Brown-White,1984,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/robert-goodnough/vertical-blue-brown-white-1984.jpg,vertical-blue-brown-white-1984.jpg
Robert Goodnough,Vertical Gray,1985,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/robert-goodnough/vertical-gray-1985.jpg,vertical-gray-1985.jpg
Robert Goodnough,Shapes Group,1987,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/robert-goodnough/shapes-group-1987.jpg,shapes-group-1987.jpg
Robert Goodnough,On Gray Pink,1988,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/robert-goodnough/on-gray-pink-1988.jpg,on-gray-pink-1988.jpg
Robert Goodnough,Upward Direction,1988,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/robert-goodnough/upward-direction-1988.jpg,upward-direction-1988.jpg
Robert Goodnough,Untitled,1992,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/robert-goodnough/untitled-1992.jpg,untitled-1992.jpg
Robert Goodnough,K-B-2,1992,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/robert-goodnough/k-b-2-1992.jpg,k-b-2-1992.jpg
Robert Goodnough,7--7--N,1992,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/robert-goodnough/7-7-n-1992.jpg,7-7-n-1992.jpg
Robert Goodnough,The Club,1993,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/robert-goodnough/the-club-1993.jpg,the-club-1993.jpg
Robert Goodnough,Soaring I,1994,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/robert-goodnough/soaring-i-1994.jpg,soaring-i-1994.jpg
Robert Goodnough,Soaring II,1994,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/robert-goodnough/soaring-ii-1994.jpg,soaring-ii-1994.jpg
Robert Goodnough,pr,1994,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/robert-goodnough/pr-1994.jpg,pr-1994.jpg
Robert Goodnough,Untitled,1996,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/robert-goodnough/untitled-1996.jpg,untitled-1996.jpg
Robert Goodnough,Horses I,1997,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/robert-goodnough/horses-i-1997.jpg,horses-i-1997.jpg
Robert Goodnough,Z--Z--Z,1998,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/robert-goodnough/z-z-z-1998.jpg,z-z-z-1998.jpg
Robert Goodnough,NZT,1999,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/robert-goodnough/nzt-1999.jpg,nzt-1999.jpg
Robert Goodnough,Figure II,2002,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/robert-goodnough/figure-ii-2002.jpg,figure-ii-2002.jpg
Robert Goodnough,Listen,2005,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/robert-goodnough/listen-2005.jpg,listen-2005.jpg
Robert Goodnough,Release,2005,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/robert-goodnough/release-2005.jpg,release-2005.jpg
Robert Goodnough,Quiet Vertical,2006,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/robert-goodnough/quiet-vertical-2006.jpg,quiet-vertical-2006.jpg
Robert Goodnough,Light Vertical,2006,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/robert-goodnough/light-vertical-2006.jpg,light-vertical-2006.jpg
Robert Goodnough,Composition,N/A,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/robert-goodnough/composition.jpg,composition.jpg
Robert Goodnough,Circle III,N/A,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/robert-goodnough/circle-iii.jpg,circle-iii.jpg
Robert Goodnough,Colors with Yellow,N/A,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/robert-goodnough/colors-with-yellow.jpg,colors-with-yellow.jpg
Robert Goodnough,Pale colors on runs,N/A,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/robert-goodnough/pale-colors-on-runs.jpg,pale-colors-on-runs.jpg
Robert Goodnough,Untitled,N/A,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/robert-goodnough/untitled-1.jpg,untitled-1.jpg
Robert Goodnough,Variables with Color,N/A,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/robert-goodnough/variables-with-color.jpg,variables-with-color.jpg
Robert Goodnough,"Red, Blue and Grey",N/A,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/robert-goodnough/red-blue-and-grey.jpg,red-blue-and-grey.jpg
Robert Goodnough,Running Horses,N/A,Abstract Expressionism,figurative,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/robert-goodnough/running-horses.jpg,running-horses.jpg
Robert Goodnough,Untitled,N/A,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/robert-goodnough/untitled-2.jpg,untitled-2.jpg
Robert Goodnough,Colors on Blue,N/A,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/robert-goodnough/colors-on-blue.jpg,colors-on-blue.jpg
Robert Goodnough,Abstraction,N/A,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/robert-goodnough/abstraction.jpg,abstraction.jpg
Robert Goodnough,Texas Arch I,N/A,Post-Painterly Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/robert-goodnough/texas-arch-i.jpg,texas-arch-i.jpg
Robert Goodnough,Kilroy Was Here,1950,Abstract Expressionism,figurative,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/robert-goodnough/kilroy-was-here.jpg,kilroy-was-here.jpg
Edward Corbett,Untitled,1945,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/edward-corbett/untitled-1945.jpg,untitled-1945.jpg
Edward Corbett,Untitled #3,1950,Color Field Painting,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/edward-corbett/untitled-3-1950.jpg,untitled-3-1950.jpg
Edward Corbett,Untitled (Black Painting),1950,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/edward-corbett/untitled-black-painting-1950.jpg,untitled-black-painting-1950.jpg
Edward Corbett,Untitled,1950,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/edward-corbett/untitled-1950.jpg,untitled-1950.jpg
Edward Corbett,Untitled,1951,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/edward-corbett/untitled-1951.jpg,untitled-1951.jpg
Edward Corbett,Mt. Holyoke,1956,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/edward-corbett/mt-holyoke-1956.jpg,mt-holyoke-1956.jpg
Edward Corbett,Mt. Holyoke #45,1956,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/edward-corbett/mt-holyoke-45-1956.jpg,mt-holyoke-45-1956.jpg
Edward Corbett,White Provincetown,1959,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/edward-corbett/white-provincetown-1959.jpg,white-provincetown-1959.jpg
Edward Corbett,November 1963 III,1963,Color Field Painting,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/edward-corbett/november-1963-iii-1963.jpg,november-1963-iii-1963.jpg
Edward Corbett,Washington D.C. December 1964 (#10) I,1964,Color Field Painting,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/edward-corbett/washington-d-c-december-1964-10-i-1964.jpg,washington-d-c-december-1964-10-i-1964.jpg
Edward Corbett,"Washington D.C., January 1964 Number 4",1964,Color Field Painting,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/edward-corbett/washington-d-c-january-1964-number-4-1964.jpg,washington-d-c-january-1964-number-4-1964.jpg
Edward Corbett,"Washington, D.C., October #8, 1964",1964,Color Field Painting,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/edward-corbett/washington-d-c-october-8-1964-1964.jpg,washington-d-c-october-8-1964-1964.jpg
Edward Corbett,Provincetown Summer 1966 I,1966,Color Field Painting,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/edward-corbett/provincetown-summer-1966-i-1966.jpg,provincetown-summer-1966-i-1966.jpg
Edward Corbett,Washington D.C. 1968,1968,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/edward-corbett/washington-d-c-1968-1968.jpg,washington-d-c-1968-1968.jpg
Edward Corbett,Untitled,1969,Color Field Painting,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/edward-corbett/untitled-1969.jpg,untitled-1969.jpg
Edward Corbett,P-T #5,1970,Color Field Painting,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/edward-corbett/p-t-5-1970.jpg,p-t-5-1970.jpg
Edward Corbett,Washington D.C. #1,1971,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/edward-corbett/washington-d-c-1-1971.jpg,washington-d-c-1-1971.jpg
Gary Wragg,Fluorescent Life Painting with Screens & Bath II,1968,"Color Field Painting, Pop Art",abstract,"acrylic, fluorescent paint, canvas",151 x 135 cm,N/A,N/A,Not Found,fluorescent-life-painting-with-screens-bath-ii-1968.jpg
Ben Nicholson,"1924 (first abstract painting, Chelsea)",c.1923 - 1924,Abstract Art,abstract,"graphite, oil, canvas",N/A,N/A,"Tate Modern, London, UK",https://uploads7.wikiart.org/images/ben-nicholson/1924-first-abstract-painting-chelsea-1924.jpg,1924-first-abstract-painting-chelsea-1924.jpg
Ben Nicholson,1932 (painting),1932,Abstract Art,abstract,"graphite, oil, board",N/A,N/A,"Tate Modern, London, UK",https://uploads2.wikiart.org/images/ben-nicholson/1932-painting-1932.jpg,1932-painting-1932.jpg
Ben Nicholson,1934-6 (painting - still life),1934 - 1936,Cubism,still life,oil,N/A,N/A,"Tate Modern, London, UK",https://uploads6.wikiart.org/images/ben-nicholson/1934-6-painting-still-life-1936.jpg,1934-6-painting-still-life-1936.jpg
Ben Nicholson,June 1937 (painting),1937,Abstract Art,abstract,oil,N/A,N/A,"Tate Modern, London, UK",https://uploads7.wikiart.org/images/ben-nicholson/june-1937-painting-1937.jpg,june-1937-painting-1937.jpg
Ben Nicholson,"1943-45 (St Ives, Cornwall)",1943 - 1945,Cubism,landscape,"graphite, oil",N/A,N/A,"Tate Modern, London, UK",https://uploads4.wikiart.org/images/ben-nicholson/1943-45-st-ives-cornwall-1945.jpg,1943-45-st-ives-cornwall-1945.jpg
Ben Nicholson,1945 (still life),1945,Cubism,still life,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/ben-nicholson/1945-still-life-1945.jpg,1945-still-life-1945.jpg
Ben Nicholson,Feb 28-53 (vertical seconds),1953,Cubism,still life,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/ben-nicholson/feb-28-53-vertical-seconds-1953.jpg,feb-28-53-vertical-seconds-1953.jpg
Ben Nicholson,July 27-53 (ivory),1953,"Abstract Art, Cubism",still life,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/ben-nicholson/july-27-53-ivory-1953.jpg,july-27-53-ivory-1953.jpg
Ben Nicholson,Sept 8-54 (Torcello),1954,Cubism,still life,"graphite, oil",N/A,N/A,"Tate Modern, London, UK",https://uploads7.wikiart.org/images/ben-nicholson/sept-8-54-torcello-1954.jpg,sept-8-54-torcello-1954.jpg
Ben Nicholson,Feb 2-54,1954,Cubism,still life,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/ben-nicholson/feb-2-54-1954.jpg,feb-2-54-1954.jpg
Ben Nicholson,Feb 55,1955,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/ben-nicholson/feb-55-1955.jpg,feb-55-1955.jpg
Ben Nicholson,August 1956 (Val d'Orcia),1956,Cubism,still life,"oil, pencil, board",N/A,N/A,"Tate Modern, London, UK",https://uploads3.wikiart.org/images/ben-nicholson/august-1956-val-d-orcia-1956.jpg,august-1956-val-d-orcia-1956.jpg
Ben Nicholson,3 forms in a landscape,1967,Cubism,sketch and study,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/ben-nicholson/3-forms-in-a-landscape-1967.jpg,3-forms-in-a-landscape-1967.jpg
Ben Nicholson,Aegean 2,1967,"Abstract Art, Cubism",sketch and study,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/ben-nicholson/aegean-2-1967.jpg,aegean-2-1967.jpg
Ben Nicholson,Aegean,1967,"Abstract Art, Cubism",sketch and study,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/ben-nicholson/aegean-1967.jpg,aegean-1967.jpg
Ben Nicholson,Glass topped bottle,1967,Cubism,sketch and study,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/ben-nicholson/glass-topped-bottle-1967.jpg,glass-topped-bottle-1967.jpg
Ben Nicholson,Pisa as intended,1967,Cubism,sketch and study,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/ben-nicholson/pisa-as-intended-1967.jpg,pisa-as-intended-1967.jpg
Ben Nicholson,Rafael,1967,Abstract Art,sketch and study,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/ben-nicholson/rafael-1967.jpg,rafael-1967.jpg
Ben Nicholson,Ronco,1967,"Abstract Art, Cubism",sketch and study,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/ben-nicholson/ronco-1967.jpg,ronco-1967.jpg
