author,title,date,style,genre,media,dimensions,tag,location,link,image
Olga Albizu,Alla Africa,1963,Lyrical Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/olga-albizu/alla-africa-1963.jpg,alla-africa-1963.jpg
Olga Albizu,Album cover for Stan Getz & João Gilberto - Getz/Gilberto #2,1964,Lyrical Abstraction,illustration,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/olga-albizu/album-cover-for-stan-getz-jo-o-gilberto-getz-gilberto-2-1964.jpg,album-cover-for-stan-getz-jo-o-gilberto-getz-gilberto-2-1964.jpg
Olga Albizu,Untitled,1965,Lyrical Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/olga-albizu/untitled-1965.jpg,untitled-1965.jpg
Olga Albizu,"Untitled, No. 137",1965,Lyrical Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/olga-albizu/untitled-no-137-1965.jpg,untitled-no-137-1965.jpg
Olga Albizu,Untitled,1965,Lyrical Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/olga-albizu/untitled-1965-1.jpg,untitled-1965-1.jpg
Olga Albizu,Radiante,1967,Lyrical Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/olga-albizu/radiante-1967.jpg,radiante-1967.jpg
Olga Albizu,900-x-87,1970,Lyrical Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/olga-albizu/900-x-87-1970.jpg,900-x-87-1970.jpg
Olga Albizu,Equilibrium,1970,Lyrical Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/olga-albizu/equilibrium-1970.jpg,equilibrium-1970.jpg
Olga Albizu,Untitled,1970,Lyrical Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/olga-albizu/untitled-1970.jpg,untitled-1970.jpg
Olga Albizu,Untitled,1972,Lyrical Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/olga-albizu/untitled-1972.jpg,untitled-1972.jpg
Olga Albizu,900-50-80,1978,Lyrical Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/olga-albizu/900-50-80-1978.jpg,900-50-80-1978.jpg
Olga Albizu,Untitled,N/A,Lyrical Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/olga-albizu/untitled.jpg,untitled.jpg
Gary Wragg,Fluorescent Life Painting with Screens & Bath II,1968,"Color Field Painting, Pop Art",abstract,"acrylic, fluorescent paint, canvas",151 x 135 cm,N/A,N/A,Not Found,fluorescent-life-painting-with-screens-bath-ii-1968.jpg
Gary Wragg,Mask,1976,Abstract Expressionism,abstract,"charcoal, acrylic, pastel, canvas",267 x 337 cm,N/A,N/A,Not Found,mask-1976.jpg
Gary Wragg,Promenade,1978,Abstract Expressionism,abstract,"acrylic, pastel, charcoal, canvas",177.8 x 444.5 cm,N/A,N/A,https://uploads0.wikiart.org/00107/images/gary-wragg/promenade-1978.jpg,promenade-1978.jpg
Gary Wragg,Magician’s Hand,1984,Abstract Expressionism,abstract,"acrylic, mixed media, canvas",246 x 305 cm,N/A,N/A,Not Found,magician-s-hand-1984.jpg
Gary Wragg,Studio III,1989,Abstract Expressionism,abstract,"oil, canvas",195.58 x 223.52 cm,N/A,N/A,Not Found,studio-iii-1989.jpg
Gary Wragg,The Gap II,1990,Abstract Expressionism,abstract,"oil, canvas",105 x 126 cm,N/A,N/A,https://uploads1.wikiart.org/00107/images/gary-wragg/the-gap-ii-1990.jpg,the-gap-ii-1990.jpg
Gary Wragg,Single Lotus,1992,Abstract Expressionism,abstract,"oil, charcoal, linen",229 x 282 cm,N/A,N/A,Not Found,single-lotus-1992.jpg
Gary Wragg,Step Ladder & Standing Man,1996,Abstract Expressionism,abstract,"acrylic, oil, canvas",236 x 206 cm,N/A,N/A,Not Found,step-ladder-standing-man-1996.jpg
Gary Wragg,Bending Zones & Shifting Accents (Magician’s Hand II),2005 - 2006,New Casualism,abstract,"oil, canvas",249 x 305 cm,N/A,N/A,Not Found,bending-zones-shifting-accents-magician-s-hand-ii-2006.jpg
Gary Wragg,"Orange Edge, Yellow & Green Box: Acropolis Remnant",2010 - 2011,New Casualism,abstract,"oil, canvas",150 x 119 cm,N/A,N/A,Not Found,orange-edge-yellow-green-box-acropolis-remnant-2011.jpg
Tiberiy Szilvashi,Untitled,1994,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-17.jpg,untitled-17.jpg
Tiberiy Szilvashi,Untitled,2001,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/tiberiy-szilvashi/untitled-1.jpg,untitled-1.jpg
Tiberiy Szilvashi,Untitled,2006,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/tiberiy-szilvashi/untitled-2.jpg,untitled-2.jpg
Tiberiy Szilvashi,Untitled,2006 - 2008,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/tiberiy-szilvashi/untitled-7.jpg,untitled-7.jpg
Tiberiy Szilvashi,Untitled,2012,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/tiberiy-szilvashi/untitled-2012.jpg,untitled-2012.jpg
Tiberiy Szilvashi,Untitled,2012,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/tiberiy-szilvashi/untitled-2012-1.jpg,untitled-2012-1.jpg
Tiberiy Szilvashi,Untitled,2012,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/tiberiy-szilvashi/untitled-2012-2.jpg,untitled-2012-2.jpg
Tiberiy Szilvashi,Untitled,2012,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/tiberiy-szilvashi/untitled-2012-3.jpg,untitled-2012-3.jpg
Tiberiy Szilvashi,Untitled,2012,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/tiberiy-szilvashi/untitled-2012-4.jpg,untitled-2012-4.jpg
Tiberiy Szilvashi,Untitled,2012,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/tiberiy-szilvashi/untitled-2012-5.jpg,untitled-2012-5.jpg
Tiberiy Szilvashi,Untitled,2012,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/tiberiy-szilvashi/untitled-2012-6.jpg,untitled-2012-6.jpg
Tiberiy Szilvashi,Untitled,2012,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/tiberiy-szilvashi/untitled-2012-7(1).jpg,untitled-2012-7.jpg
Tiberiy Szilvashi,Untitled,2012,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/tiberiy-szilvashi/untitled-2012-8.jpg,untitled-2012-8.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/tiberiy-szilvashi/untitled.jpg,untitled.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/tiberiy-szilvashi/untitled-3.jpg,untitled-3.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/tiberiy-szilvashi/untitled-4.jpg,untitled-4.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/tiberiy-szilvashi/untitled-5.jpg,untitled-5.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/tiberiy-szilvashi/untitled-6.jpg,untitled-6.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/tiberiy-szilvashi/untitled-8.jpg,untitled-8.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/tiberiy-szilvashi/untitled-9.jpg,untitled-9.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-10.jpg,untitled-10.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-11.jpg,untitled-11.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-12.jpg,untitled-12.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-13.jpg,untitled-13.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-14.jpg,untitled-14.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-15.jpg,untitled-15.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-16.jpg,untitled-16.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-19.jpg,untitled-19.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-20.jpg,untitled-20.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-21.jpg,untitled-21.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-22.jpg,untitled-22.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-23.jpg,untitled-23.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-24.jpg,untitled-24.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-25.jpg,untitled-25.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-26.jpg,untitled-26.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-27.jpg,untitled-27.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-28.jpg,untitled-28.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-29.jpg,untitled-29.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-30.jpg,untitled-30.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-31.jpg,untitled-31.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-32.jpg,untitled-32.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-33.jpg,untitled-33.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-34.jpg,untitled-34.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-35.jpg,untitled-35.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-36.jpg,untitled-36.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-37.jpg,untitled-37.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-38.jpg,untitled-38.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-39.jpg,untitled-39.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/tiberiy-szilvashi/untitled-18(1).jpg,untitled-18.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-40.jpg,untitled-40.jpg
Tiberiy Szilvashi,Untitled,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/tiberiy-szilvashi/untitled-41.jpg,untitled-41.jpg
Roger Weik,"""Untitled""  1979","1979; St. Louis, Missouri, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/roger-weik/untitled-1979.jpg,untitled-1979.jpg
Roger Weik,"""Untitled""  1980","1980;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/roger-weik/untitled-1980.jpg,untitled-1980.jpg
Roger Weik,Untitled-detail,"1980;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/roger-weik/untitled-detail-1980.jpg,untitled-detail-1980.jpg
Roger Weik,Veil,1988 - 1989,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/veil-1989.jpg,veil-1989.jpg
Roger Weik,Convergence,"1989;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/roger-weik/convergence-1989.jpg,convergence-1989.jpg
Roger Weik,Cocoon,"1997;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/roger-weik/cocoon-1997.jpg,cocoon-1997.jpg
Roger Weik,Untitled,"2001; Los Angeles, United States","Abstract Expressionism, Lyrical Abstraction",abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/roger-weik/untitled-2001.jpg,untitled-2001.jpg
Roger Weik,Untitled,"2001; Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/roger-weik/untitled-2004.jpg,untitled-2004.jpg
Roger Weik,Number 679,"2001;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-679-2001.jpg,number-679-2001.jpg
Roger Weik,Number 81,"2001;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/roger-weik/number-81-2001(1).jpg,number-81-2001.jpg
Roger Weik,Number 53,"2001;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-53-2001.jpg,number-53-2001.jpg
Roger Weik,Untitled,"2002 - 2002; Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/roger-weik/untitled-2002.jpg,untitled-2002.jpg
Roger Weik,Ladderback,"2002;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/ladderback-2002.jpg,ladderback-2002.jpg
Roger Weik,Number 24,"2002;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-24-2002.jpg,number-24-2002.jpg
Roger Weik,Number 72,"2002;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-72-2002.jpg,number-72-2002.jpg
Roger Weik,Number 42,"2002;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-42-2002.jpg,number-42-2002.jpg
Roger Weik,Number 52,"2002; Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-52-2002.jpg,number-52-2002.jpg
Roger Weik,Number 43,"2002;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-43-2002.jpg,number-43-2002.jpg
Roger Weik,Number 102,"2002;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-102-2002.jpg,number-102-2002.jpg
Roger Weik,Columns III,"2002;  Los Angeles, United States",Abstract Expressionism,sculpture,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/roger-weik/columns-iii-2002.jpg,columns-iii-2002.jpg
Roger Weik,Glycerine,"2003 - 2003;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/glycerine-2003.jpg,glycerine-2003.jpg
Roger Weik,Number 64,"2003;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-64-2003.jpg,number-64-2003.jpg
Roger Weik,Curve One,"2003;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/curve-one-2003.jpg,curve-one-2003.jpg
Roger Weik,Curve Two,"2003;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/curve-two-2003.jpg,curve-two-2003.jpg
Roger Weik,Reason,"2003;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/roger-weik/reason-2003-1.jpg,reason-2003-1.jpg
Roger Weik,Trapeze,"2003;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/roger-weik/trapeze-2003.jpg,trapeze-2003.jpg
Roger Weik,Body of Thought,"2003;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/roger-weik/body-of-thought-2003.jpg,body-of-thought-2003.jpg
Roger Weik,Grau,"2003;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/grau-2003.jpg,grau-2003.jpg
Roger Weik,Greek Isle,"2003;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/greek-isle-2003.jpg,greek-isle-2003.jpg
Roger Weik,"""Alone""","2004; Los Angeles, California, United States",N/A,abstract,N/A,N/A,N/A,N/A,Not Found,alone-2004.jpg
Roger Weik,Untitled,"2004; Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/untitled-2004-1.jpg,untitled-2004-1.jpg
Roger Weik,Untitled,2004,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/untitled-2004-2.jpg,untitled-2004-2.jpg
Roger Weik,Number 23,"2004;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-23-2004.jpg,number-23-2004.jpg
Roger Weik,Number 120,"2004;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-120-2004.jpg,number-120-2004.jpg
Roger Weik,Number 17,"2004;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-17-2004.jpg,number-17-2004.jpg
Roger Weik,Volume,"2004;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/roger-weik/volume-2004.jpg,volume-2004.jpg
Roger Weik,Peinture Number Two,"2004;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/peinture-number-two-2004.jpg,peinture-number-two-2004.jpg
Roger Weik,The Bride,"2004;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/the-bride-2004.jpg,the-bride-2004.jpg
Roger Weik,Soul of Man,"2004;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/roger-weik/soul-of-man-2004.jpg,soul-of-man-2004.jpg
Roger Weik,Number 87,"2004;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-87-2004.jpg,number-87-2004.jpg
Roger Weik,Fourth Watch,"2004;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/roger-weik/fourth-watch-2004.jpg,fourth-watch-2004.jpg
Roger Weik,Number 61,"2004;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-61-2004.jpg,number-61-2004.jpg
Roger Weik,Entry,"2004;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/roger-weik/entry-2004.jpg,entry-2004.jpg
Roger Weik,Number 112,"2004;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-112-2004.jpg,number-112-2004.jpg
Roger Weik,Number 111,"2004;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-111-2004.jpg,number-111-2004.jpg
Roger Weik,Contortionist,"2005;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/contortionist-2005.jpg,contortionist-2005.jpg
Roger Weik,Crooked Leg,"2005;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/roger-weik/crooked-leg-2005.jpg,crooked-leg-2005.jpg
Roger Weik,Fear and Desire,"2005;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/roger-weik/fear-and-desire-2005.jpg,fear-and-desire-2005.jpg
Roger Weik,Number 157,"2005;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-157-2005.jpg,number-157-2005.jpg
Roger Weik,Number 152,"2005;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-152-2005.jpg,number-152-2005.jpg
Roger Weik,Number 149,"2005;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-149-2005.jpg,number-149-2005.jpg
Roger Weik,Number 141,"2005;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-141-2005.jpg,number-141-2005.jpg
Roger Weik,Number 112,"2005;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-112-2005.jpg,number-112-2005.jpg
Roger Weik,Peinture Number 12,"2005;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/peinture-number-12-2005.jpg,peinture-number-12-2005.jpg
Roger Weik,Whisper,"2005;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/roger-weik/whisper-2005.jpg,whisper-2005.jpg
Roger Weik,Cobalt Nights,"2005;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/cobalt-nights-2005.jpg,cobalt-nights-2005.jpg
Roger Weik,Reflection of Memory,"2005;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/roger-weik/reflection-of-memory-2005.jpg,reflection-of-memory-2005.jpg
Roger Weik,Private Myth,"2005;  Los Angeles, United States",N/A,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/roger-weik/private-myth-2005.jpg,private-myth-2005.jpg
Roger Weik,Installation: ROBERT V. FULLERTON ART MUSEUM-CSUSB,"2005;  Los Angeles, United States",Abstract Expressionism,installation,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/roger-weik/installation-robert-v-fullerton-art-museum-csusb-2005.jpg,installation-robert-v-fullerton-art-museum-csusb-2005.jpg
Roger Weik,Installation-ROBERT V. FULLERTON ART MUSEUM-CSUSB,"2005;  Los Angeles, United States",Abstract Expressionism,installation,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/roger-weik/installation-robert-v-fullerton-art-museum-csusb-2005-1.jpg,installation-robert-v-fullerton-art-museum-csusb-2005-1.jpg
Roger Weik,INSTALLATION:    Private Myth,"2005;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/roger-weik/private-myth-2005-1.jpg,private-myth-2005-1.jpg
Roger Weik,Separate Ways,"2006;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/roger-weik/separate-ways-2006(3).jpg,separate-ways-2006.jpg
Roger Weik,Number 801,"2006;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-801-2006.jpg,number-801-2006.jpg
Roger Weik,Black Cross,"2006;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/roger-weik/black-cross-2006.jpg,black-cross-2006.jpg
